;id_turma;discente;id_curso;unidade;nota;reposicao;faltas_unidade;media_final;numero_total_faltas;descricao
185082;57576530;04db5ca11d1ed89498b4eb811dbebe1f;92127264.0;1.0;5.9;f;0.0;5.7;4.0;APROVADO POR NOTA
185083;57576530;04db5ca11d1ed89498b4eb811dbebe1f;92127264.0;2.0;5.8;f;0.0;5.7;4.0;APROVADO POR NOTA
185084;57576530;04db5ca11d1ed89498b4eb811dbebe1f;92127264.0;3.0;5.5;f;0.0;5.7;4.0;APROVADO POR NOTA
185085;57576530;1b9b693e971190f27a6bf032978f0564;92127264.0;1.0;5.0;f;0.0;5.2;16.0;APROVADO POR NOTA
185086;57576530;1b9b693e971190f27a6bf032978f0564;92127264.0;2.0;4.1;f;0.0;5.2;16.0;APROVADO POR NOTA
185087;57576530;1b9b693e971190f27a6bf032978f0564;92127264.0;3.0;6.4;f;0.0;5.2;16.0;APROVADO POR NOTA
185088;57576530;3055f632db75564995f3ab2b8cde5877;92127264.0;1.0;8.4;f;0.0;6.1;16.0;APROVADO POR NOTA
185089;57576530;3055f632db75564995f3ab2b8cde5877;92127264.0;2.0;5.8;f;0.0;6.1;16.0;APROVADO POR NOTA
185090;57576530;3055f632db75564995f3ab2b8cde5877;92127264.0;3.0;4.1;f;0.0;6.1;16.0;APROVADO POR NOTA
185091;57576530;8febe540683ba9d2bc877ac4fa7a86be;92127264.0;1.0;7.2;f;0.0;6.6;2.0;APROVADO POR NOTA
185092;57576530;8febe540683ba9d2bc877ac4fa7a86be;92127264.0;2.0;6.5;f;0.0;6.6;2.0;APROVADO POR NOTA
185093;57576530;8febe540683ba9d2bc877ac4fa7a86be;92127264.0;3.0;6.2;f;0.0;6.6;2.0;APROVADO POR NOTA
185094;57576530;3347b21ea109ce6e93fd275add4a0a0e;92127264.0;1.0;9.4;f;0.0;7.4;6.0;APROVADO
185095;57576530;3347b21ea109ce6e93fd275add4a0a0e;92127264.0;2.0;6.0;f;0.0;7.4;6.0;APROVADO
185096;57576530;3347b21ea109ce6e93fd275add4a0a0e;92127264.0;3.0;6.9;f;0.0;7.4;6.0;APROVADO
185097;57576530;23c3e6fe2285999433491924f662c872;92127264.0;1.0;6.4;f;0.0;5.0;8.0;APROVADO POR NOTA
185098;57576530;23c3e6fe2285999433491924f662c872;92127264.0;2.0;5.0;f;0.0;5.0;8.0;APROVADO POR NOTA
185099;57576530;23c3e6fe2285999433491924f662c872;92127264.0;3.0;3.5;f;0.0;5.0;8.0;APROVADO POR NOTA
185100;57576530;3b26053957dd8a47f26070c6dbf8d97c;92127264.0;1.0;4.3;f;0.0;;0.0;CANCELADO
185101;57576530;3b26053957dd8a47f26070c6dbf8d97c;92127264.0;2.0;;f;0.0;;0.0;CANCELADO
185102;57576530;3b26053957dd8a47f26070c6dbf8d97c;92127264.0;3.0;;f;0.0;;0.0;CANCELADO
185103;57576530;d70406d352a26b0b92c6ba7fae7acd8f;92127264.0;1.0;;f;0.0;;;CANCELADO
185104;57576530;d70406d352a26b0b92c6ba7fae7acd8f;92127264.0;2.0;;f;0.0;;;CANCELADO
185105;57576530;d70406d352a26b0b92c6ba7fae7acd8f;92127264.0;3.0;;f;0.0;;;CANCELADO
185106;57576530;2727460eeb832023dbf9410f0de31e35;92127264.0;1.0;5.7;f;0.0;5.8;4.0;APROVADO POR NOTA
185107;57576530;2727460eeb832023dbf9410f0de31e35;92127264.0;2.0;6.5;f;0.0;5.8;4.0;APROVADO POR NOTA
185108;57576530;2727460eeb832023dbf9410f0de31e35;92127264.0;3.0;5.3;f;0.0;5.8;4.0;APROVADO POR NOTA
185109;57576530;52cb0901c1ba8d1785ead505c2561fab;92127264.0;1.0;;f;0.0;;;EXCLUIDA
185110;57576530;52cb0901c1ba8d1785ead505c2561fab;92127264.0;2.0;;f;0.0;;;EXCLUIDA
185111;57576530;52cb0901c1ba8d1785ead505c2561fab;92127264.0;3.0;;f;0.0;;;EXCLUIDA
185112;57576530;896ef9ff0a47c7b794d0895e6800541d;92127264.0;3.0;0.0;f;0.0;0.0;34.0;CANCELADO
185113;57576530;896ef9ff0a47c7b794d0895e6800541d;92127264.0;1.0;0.0;f;0.0;0.0;34.0;CANCELADO
185114;57576530;896ef9ff0a47c7b794d0895e6800541d;92127264.0;2.0;0.0;f;0.0;0.0;34.0;CANCELADO
185115;57576530;54a9a3aec18eaf3563ead5becbbdd17d;92127264.0;;;;;;;INDEFERIDO
185116;57576530;54a9a3aec18eaf3563ead5becbbdd17d;92127264.0;1.0;9.8;f;0.0;7.1;4.0;APROVADO
185117;57576530;54a9a3aec18eaf3563ead5becbbdd17d;92127264.0;2.0;7.0;f;0.0;7.1;4.0;APROVADO
185118;57576530;54a9a3aec18eaf3563ead5becbbdd17d;92127264.0;3.0;4.5;f;0.0;7.1;4.0;APROVADO
185119;57576530;49bc53d97fa4bbe9f2062ade532d313e;92127264.0;1.0;;f;0.0;;;CANCELADO
185120;57576530;49bc53d97fa4bbe9f2062ade532d313e;92127264.0;2.0;;f;0.0;;;CANCELADO
185121;57576530;49bc53d97fa4bbe9f2062ade532d313e;92127264.0;3.0;;f;0.0;;;CANCELADO
185122;57576530;3b2b067e27cf0281368481fea387d1db;92127264.0;1.0;6.8;f;0.0;3.8;0.0;CANCELADO
185123;57576530;3b2b067e27cf0281368481fea387d1db;92127264.0;2.0;4.7;f;0.0;3.8;0.0;CANCELADO
185124;57576530;3b2b067e27cf0281368481fea387d1db;92127264.0;3.0;0.0;f;0.0;3.8;0.0;CANCELADO
185125;57576530;bb92d6e13b9adaeac2f01cc81b87814b;92127264.0;1.0;4.2;f;0.0;1.4;30.0;CANCELADO
185126;57576530;bb92d6e13b9adaeac2f01cc81b87814b;92127264.0;2.0;0.0;f;0.0;1.4;30.0;CANCELADO
185127;57576530;bb92d6e13b9adaeac2f01cc81b87814b;92127264.0;3.0;0.0;f;0.0;1.4;30.0;CANCELADO
185128;57576530;38d08da2154ffa249889118d73ffdad3;92127264.0;1.0;0.0;f;0.0;0.0;42.0;REPROVADO POR MÉDIA E POR FALTAS
185129;57576530;38d08da2154ffa249889118d73ffdad3;92127264.0;2.0;0.0;f;0.0;0.0;42.0;REPROVADO POR MÉDIA E POR FALTAS
185130;57576530;38d08da2154ffa249889118d73ffdad3;92127264.0;3.0;0.0;f;0.0;0.0;42.0;REPROVADO POR MÉDIA E POR FALTAS
185131;57576530;b20d3fa4ef9adb10f43194e20c97c39b;2936390.0;1.0;0.0;f;0.0;0.0;44.0;REPROVADO POR MÉDIA E POR FALTAS
185132;57576530;b20d3fa4ef9adb10f43194e20c97c39b;2936390.0;2.0;0.0;f;0.0;0.0;44.0;REPROVADO POR MÉDIA E POR FALTAS
185133;57576530;b20d3fa4ef9adb10f43194e20c97c39b;2936390.0;3.0;0.0;f;0.0;0.0;44.0;REPROVADO POR MÉDIA E POR FALTAS
185134;57576530;b20d3fa4ef9adb10f43194e20c97c39b;2936390.0;;;;;;;INDEFERIDO
185135;57576530;b20d3fa4ef9adb10f43194e20c97c39b;2936390.0;;;;;;;INDEFERIDO
185136;57576530;396968dbb253ce5f6b65473b9947dd37;92127264.0;;;;;;;INDEFERIDO
185137;57576530;631223ebc95c49b6bbc8aacf2119f931;92127264.0;1.0;9.2;f;0.0;7.6;0.0;APROVADO
185138;57576530;631223ebc95c49b6bbc8aacf2119f931;92127264.0;2.0;6.0;f;0.0;7.6;0.0;APROVADO
185139;57576530;631223ebc95c49b6bbc8aacf2119f931;92127264.0;3.0;7.5;f;0.0;7.6;0.0;APROVADO
185140;57576530;59d68677ab67e3ebca04714943b0edc1;92127264.0;;;;;;;EXCLUIDA
185141;57576530;f94fc6035baef2bf3865715534a13d96;92127264.0;1.0;;f;0.0;;;CANCELADO
185142;57576530;f94fc6035baef2bf3865715534a13d96;92127264.0;2.0;;f;0.0;;;CANCELADO
185143;57576530;f94fc6035baef2bf3865715534a13d96;92127264.0;3.0;;f;0.0;;;CANCELADO
185144;57576530;54a9a3aec18eaf3563ead5becbbdd17d;92127264.0;;;;;;;INDEFERIDO
185145;57576530;2a744a551fcf736b7137fb446dad2f11;2576623.0;1.0;8.3;f;0.0;6.1;8.0;APROVADO POR NOTA
185146;57576530;2a744a551fcf736b7137fb446dad2f11;2576623.0;2.0;5.6;f;0.0;6.1;8.0;APROVADO POR NOTA
185147;57576530;2a744a551fcf736b7137fb446dad2f11;2576623.0;3.0;4.5;f;0.0;6.1;8.0;APROVADO POR NOTA
185148;57576530;a5fde5eeac168994d6e72488c45a619f;92127264.0;1.0;0.0;f;0.0;0.0;48.0;REPROVADO POR MÉDIA E POR FALTAS
185149;57576530;a5fde5eeac168994d6e72488c45a619f;92127264.0;2.0;0.0;f;0.0;0.0;48.0;REPROVADO POR MÉDIA E POR FALTAS
185150;57576530;a5fde5eeac168994d6e72488c45a619f;92127264.0;3.0;0.0;f;0.0;0.0;48.0;REPROVADO POR MÉDIA E POR FALTAS
185151;57576530;2737d1bf2f063605e3691be1a76f0507;92127264.0;1.0;7.2;f;0.0;3.6;0.0;CANCELADO
185152;57576530;2737d1bf2f063605e3691be1a76f0507;92127264.0;2.0;3.5;f;0.0;3.6;0.0;CANCELADO
185153;57576530;2737d1bf2f063605e3691be1a76f0507;92127264.0;3.0;0.0;f;0.0;3.6;0.0;CANCELADO
185154;57576530;5572490df99a9f324a937a350818c526;92127264.0;2.0;3.5;f;0.0;3.1;0.0;REPROVADO
185155;57576530;5572490df99a9f324a937a350818c526;92127264.0;3.0;0.0;f;0.0;3.1;0.0;REPROVADO
185156;57576530;5572490df99a9f324a937a350818c526;92127264.0;1.0;5.7;f;0.0;3.1;0.0;REPROVADO
185157;57576530;396968dbb253ce5f6b65473b9947dd37;92127264.0;1.0;6.6;f;0.0;5.6;0.0;APROVADO POR NOTA
185158;57576530;396968dbb253ce5f6b65473b9947dd37;92127264.0;3.0;3.6;t;0.0;5.6;0.0;APROVADO POR NOTA
185159;57576530;396968dbb253ce5f6b65473b9947dd37;92127264.0;2.0;4.5;f;0.0;5.6;0.0;APROVADO POR NOTA
185160;57576530;d0bd6488461f69112553e12fd0b6e5e1;92127264.0;1.0;1.9;f;0.0;0.6;38.0;REPROVADO POR MÉDIA E POR FALTAS
185161;57576530;d0bd6488461f69112553e12fd0b6e5e1;92127264.0;2.0;0.0;f;0.0;0.6;38.0;REPROVADO POR MÉDIA E POR FALTAS
185162;57576530;d0bd6488461f69112553e12fd0b6e5e1;92127264.0;3.0;0.0;f;0.0;0.6;38.0;REPROVADO POR MÉDIA E POR FALTAS
185163;57576530;05132d452b413479e23a88dbbfd0c6aa;92127264.0;1.0;0.0;f;0.0;0.0;50.0;REPROVADO POR MÉDIA E POR FALTAS
185164;57576530;05132d452b413479e23a88dbbfd0c6aa;92127264.0;2.0;0.0;f;0.0;0.0;50.0;REPROVADO POR MÉDIA E POR FALTAS
185165;57576530;05132d452b413479e23a88dbbfd0c6aa;92127264.0;3.0;0.0;f;0.0;0.0;50.0;REPROVADO POR MÉDIA E POR FALTAS
185166;57576530;b4833094b52ae8154deba9a1ed20e5d2;92127264.0;1.0;1.1;f;0.0;;0.0;CANCELADO
185167;57576530;b4833094b52ae8154deba9a1ed20e5d2;92127264.0;2.0;;f;0.0;;0.0;CANCELADO
185168;57576530;b4833094b52ae8154deba9a1ed20e5d2;92127264.0;3.0;;f;0.0;;0.0;CANCELADO
185169;57576530;0cb310da34787fa5eea5b70ac2e45f99;92127264.0;1.0;6.0;f;0.0;6.5;6.0;APROVADO POR NOTA
185170;57576530;0cb310da34787fa5eea5b70ac2e45f99;92127264.0;2.0;7.0;f;0.0;6.5;6.0;APROVADO POR NOTA
185171;57576530;0cb310da34787fa5eea5b70ac2e45f99;92127264.0;3.0;6.5;f;0.0;6.5;6.0;APROVADO POR NOTA
185172;57576530;2d59415617f269980488b8b54972a645;92127264.0;1.0;0.0;f;0.0;0.0;42.0;REPROVADO POR MÉDIA E POR FALTAS
185173;57576530;2d59415617f269980488b8b54972a645;92127264.0;2.0;0.0;f;0.0;0.0;42.0;REPROVADO POR MÉDIA E POR FALTAS
185174;57576530;2d59415617f269980488b8b54972a645;92127264.0;3.0;0.0;f;0.0;0.0;42.0;REPROVADO POR MÉDIA E POR FALTAS
185175;57576530;1235a9301fcee8edf5d74e0f0f2df292;92127264.0;1.0;7.0;f;0.0;5.9;4.0;APROVADO POR NOTA
185176;57576530;1235a9301fcee8edf5d74e0f0f2df292;92127264.0;3.0;4.8;f;0.0;5.9;4.0;APROVADO POR NOTA
185177;57576530;1235a9301fcee8edf5d74e0f0f2df292;92127264.0;2.0;5.8;f;0.0;5.9;4.0;APROVADO POR NOTA
185178;57576530;db139241115f7e0b260b8d698ef1d959;92127264.0;1.0;;f;0.0;;;EXCLUIDA
185179;57576530;db139241115f7e0b260b8d698ef1d959;92127264.0;2.0;;f;0.0;;;EXCLUIDA
185180;57576530;db139241115f7e0b260b8d698ef1d959;92127264.0;3.0;;f;0.0;;;EXCLUIDA
185181;57576530;6f23ab5e50b761c2fd8efe65ca84ea8a;92127264.0;1.0;5.9;f;0.0;5.0;10.0;APROVADO POR NOTA
185182;57576530;6f23ab5e50b761c2fd8efe65ca84ea8a;92127264.0;2.0;4.5;f;0.0;5.0;10.0;APROVADO POR NOTA
185183;57576530;6f23ab5e50b761c2fd8efe65ca84ea8a;92127264.0;3.0;4.5;f;0.0;5.0;10.0;APROVADO POR NOTA
185184;57576530;25d5eca724a3eca9a55b0a9ac7bfb373;92127264.0;1.0;5.3;f;0.0;5.6;0.0;APROVADO POR NOTA
185185;57576530;25d5eca724a3eca9a55b0a9ac7bfb373;92127264.0;2.0;5.3;f;0.0;5.6;0.0;APROVADO POR NOTA
185186;57576530;25d5eca724a3eca9a55b0a9ac7bfb373;92127264.0;3.0;6.1;f;0.0;5.6;0.0;APROVADO POR NOTA
185187;57576530;6f98786a9052a37e94305be5bb8acea5;92127264.0;1.0;4.4;f;0.0;1.5;30.0;CANCELADO
185188;57576530;6f98786a9052a37e94305be5bb8acea5;92127264.0;2.0;0.0;f;0.0;1.5;30.0;CANCELADO
185189;57576530;6f98786a9052a37e94305be5bb8acea5;92127264.0;3.0;0.0;f;0.0;1.5;30.0;CANCELADO
185190;57576530;0e7bc865717beef27758067a9ff32015;92127264.0;1.0;;f;0.0;;0.0;CANCELADO
185191;57576530;0e7bc865717beef27758067a9ff32015;92127264.0;2.0;;f;0.0;;0.0;CANCELADO
185192;57576530;0e7bc865717beef27758067a9ff32015;92127264.0;3.0;;f;0.0;;0.0;CANCELADO
185193;57576530;ec9d559de18eb6d63602095950bf50f6;92127264.0;1.0;3.1;f;0.0;1.0;34.0;CANCELADO
185194;57576530;ec9d559de18eb6d63602095950bf50f6;92127264.0;2.0;0.0;f;0.0;1.0;34.0;CANCELADO
185195;57576530;ec9d559de18eb6d63602095950bf50f6;92127264.0;3.0;0.0;f;0.0;1.0;34.0;CANCELADO
521074;57576530;a9d3d9e221caf3b0839aca61fb8ca41b;92127264.0;1.0;4.8;f;0.0;5.8;16.0;APROVADO POR NOTA
